,address,categories,city,country,latitude,longitude,name,postalCode,state
244,4205 Washington Rd,Fast Food Restaurants,Canonsburg,US,40.26269,-80.13373,Grande Italian Restaurant,15317,Pennsylvania
245,453 Valley Brook Rd Ste 200,Fast Food Restaurants,Canonsburg,US,40.28079,-80.08363,Pizza Hut,15317,Pennsylvania
246,1208 W Front St,Fast Food Restaurants,Berwick,US,41.049741,-76.252443,Burger King,18603,Pennsylvania
247,4960 Library Rd,Fast Food Restaurants,Bethel Park,US,40.34341,-80.02729,Pizza Hut,15102,Pennsylvania
248,9 Hudson Hollow Rd,Fast Food Restaurant,Frankfort,US,38.178962,-84.894596,Burger King,40601,Kentucky
249,1110 N 90th St,Fast Food,Seattle,US,47.69445,-122.34243,Pizza Hut,98103,Washington
250,114 W Wabash Ave,Fast Food,Crawfordsville,US,40.0396,-86.9026,Arni's Crawfordsville,47933,Indiana
251,1518 S Washington St,"Fast Food Restaurant, American Restaurant, and Sandwich Place",Crawfordsville,US,40.021575,-86.903344,Arby's,47933,Indiana
252,3921 S 76th St,Fast Food Restaurants,Milwaukee,US,42.97331,-88.00821,Pizza Hut,53220,Wisconsin
253,1075 N Fairfield Rd,Fast Food Restaurants,Layton,US,41.07553,-111.95069,Arctic Circle,84041,Utah
254,1607 Elkhart Rd,Fast Food Restaurants,Goshen,US,41.591667,-85.855147,Pizza Hut,46526,Indiana
255,909 Hyatt St,Fast Food Restaurants,Gaffney,US,35.077732,-81.703527,Arby's,29341,South Carolina
256,2460 Mountain City Hwy,Fast Food Restaurants,Elko,US,40.83757,-115.78954,Burger King,89801,Nevada
257,2598 Idaho St,Fast Food Restaurants,Elko,US,40.85103,-115.74498,Pizza Barn,89801,Nevada
258,313 Middle Country Rd,Fast food restaurants,Coram,US,40.869655,-72.999817,McDonald's,11727,New York
259,9711 Fort Meade Rd,Fast Food Restaurants,Laurel,US,39.095464,-76.837806,Jerry's Subs & Pizza,20707,Maryland
260,778 Brookway Blvd,Fast Food Restaurant,Brookhaven,US,31.579563,-90.459029,Burger King,39601,Mississippi
261,92 W Market St,Fast Food Restaurants,Corning,US,42.1439,-77.0583,Rico's Pizza & Subs,14830,New York
262,2 Wicks Blvd,Fast Food Restaurants,Corning,US,42.13151,-77.03608,B's Pizza,14830,New York
263,1104 Sunrise Hwy,Fast food restaurants,Amityville,US,40.689896,-73.408119,Burger King,11701,New York
264,425 E Main St,Fast Food Restaurant,Pickens,US,34.884512,-82.70476,McDonald's,29671,South Carolina
265,106 Garner Rd,Fast Food,Spartanburg,US,34.966901,-81.929552,McDonald's,29303,South Carolina
266,2619 Brandermill Blvd,Fast Food Restaurant and Burger Joint,Gambrills,US,39.037925,-76.678372,Burger King,21054,Maryland
267,613 E 4th Ave,Fast Food Restaurant,Red Springs,US,34.811406,-79.174756,McDonald's,28377,North Carolina
268,104 School St,Fast Food Restaurants,Glen Cove,US,40.8672,-73.6307,Domino's Pizza,11542,New York
269,2789 Interstate Highway 20,Ice Cream Shop and Fast Food Restaurant,Van,US,32.499851,-95.596225,Dairy Queen,75790,Texas
270,2789 Interstate Highway 20,Fast Food Restaurants,Van,US,32.499851,-95.596225,Dairy Queen,75790,Texas
271,111 State Highway 239 E,Fast Food Restaurants,Tivoli,US,28.453429,-96.888108,Dairy Queen,77990,Texas
272,1301 N Dickinson Dr,Fast Food,Rusk,US,31.802884,-95.148673,Dairy Queen,75785,Texas
273,300 S Main St,Fast Food Restaurants,Borger,US,35.663865,-101.389964,Dairy Queen,79007,Texas
274,900 Highway 80,Fast Food Restaurant,San Marcos,US,29.689434,-97.667085,Dairy Queen,78666,Texas
275,849 E Commerce St,Fast Food Restaurant,San Antonio,US,29.42306,-98.484173,Dairy Queen,78205,Texas
276,2282 SE Military Dr,Ice Cream Shop and Fast Food Restaurant,San Antonio,US,29.351346,-98.458339,Dairy Queen,78223,Texas
277,2188 Great Neck Sq,Fast Food Restaurants,Virginia Beach,US,36.875281,-76.038915,Hardee's,23454,Virginia
278,505 W 21st St,Fast Food Restaurants,Norfolk,US,36.869021,-76.291956,Hardee's,23517,Virginia
279,5000 W Broad St,Fast Food Restaurant,Richmond,US,37.585167,-77.496783,Hardee's,23230,Virginia
280,3011 Hershberger Rd NW,Fast Food Restaurant,Roanoke,US,37.303452,-79.983783,Hardee's,24017,Virginia
281,850 London Blvd,Fast Food Restaurant,Portsmouth,US,36.836845,-76.308136,Hardee's,23704,Virginia
282,1032 E Main St,Fast Food Restaurant,Pulaski,US,37.048369,-80.759749,Hardee's,24301,Virginia
283,8405 Hampton Blvd,Fast Food Restaurants,Norfolk,US,36.929187,-76.317875,Hardee's,23505,Virginia
284,430 Denbigh Blvd,Fast Food Restaurant,Newport News,US,37.131199,-76.532961,Hardee's,23608,Virginia
285,3750 Candlers Mountain Rd,Fast Food Restaurant,Lynchburg,US,37.365812,-79.172249,Hardee's,24502,Virginia
286,501 S Hicks St,Fast Food Restaurant,Lawrenceville,US,36.752234,-77.852597,Hardee's,23868,Virginia
287,2231 Langhorne Rd,Fast Food Restaurant,Lynchburg,US,37.412957,-79.173991,Hardee's,24501,Virginia
288,2310 E Overland Rd,Fast Food Restaurant,Meridian,US,43.590779,-116.365124,Port of Subs,83642,Idaho
289,3635 S Rainbow Blvd,Fast Food,Las Vegas,US,36.121721,-115.243007,Port of Subs,89103,Nevada
290,8552 W Lake Mead Blvd,Fast Food,Las Vegas,US,36.1991,-115.281057,Port of Subs,89128,Nevada
291,9101 W Sahara Ave,Fast Food,Las Vegas,US,36.14391,-115.295979,Port of Subs,89117,Nevada
292,35 Dayton Valley Rd,Fast Food Restaurants,Dayton,US,39.237101,-119.58641,Port of Subs,89403,Nevada
293,45201 Schoenherr Rd,Fast Food Restaurant,Utica,US,42.62877,-82.993912,Taco Bell,48315,Michigan
294,3860 S State Rd,Fast Food Restaurants,Ann Arbor,US,42.230907,-83.739813,Taco Bell,48108,Michigan
295,9640 Hageman Rd,Fast Food Restaurants,Bakersfield,US,35.398432,-119.109364,Taco Bell,93312,California
296,6255 Central Ave,Fast Food Restaurants,Portage,US,41.575923,-87.173196,Dairy Queen,46368,Indiana
297,6801 Highway 41 N,Fast Food Restaurant,Evansville,US,38.040812,-87.540047,Dairy Queen,47711,Indiana
298,3826 English Ave,Ice Cream Shop and Fast Food Restaurant Christian Park,Indianapolis,US,39.760374,-86.101163,Dairy Queen,46201,Indiana
299,3303 Lincolnway E,Fast Food Restaurant and Ice Cream Shop,Mishawaka,US,41.66294,-86.12615,Dairy Queen,46544,Indiana
300,4830 University Dr,Fast Food Restaurant,Evansville,US,37.977571,-87.634586,Dairy Queen,47712,Indiana
301,309 State Road 13 N,Fast Food Restaurants,North Manchester,US,41.016468,-85.759674,Dairy Queen,46962,Indiana
302,3302 Kamer Miller Rd,Fast Food Restaurants,New Albany,US,38.346607,-85.797911,Dairy Queen,47150,Indiana
303,32940 Michigan Ave,Fast Food Restaurant,Wayne,US,42.283657,-83.363898,Taco Bell,48184,Michigan
304,913 Charleston Ave,Fast Food Restaurants,Mattoon,US,39.481538,-88.364454,Dairy Queen,61938,Illinois
305,5636 W Irving Park Rd,Fast Food,Chicago,US,41.953301,-87.767849,Dairy Queen,60634,Illinois
306,685 W Main St,Fast Food Restaurant,El Paso,US,40.737017,-89.026139,Dairy Queen,61738,Illinois
307,601 E Oak St,Fast Food Restaurant,Mahomet,US,40.191908,-88.401881,Dairy Queen,61853,Illinois
308,35 White St,Fast Food,Cambridge,US,42.389162,-71.11789,McDonald's,2140,Massachusetts
309,50 Milk St,Fast Food Restaurants,Boston,US,42.357,-71.057588,Milk Street Cafe,2109,Massachusetts
310,340 Longwood Ave,Fast Food Restaurants,Boston,US,42.338242,-71.106394,McDonald's,2115,Massachusetts
311,2306 Dix Hwy,Fast Food Restaurant and Mexican Restaurant,Lincoln Park,US,42.25059,-83.195322,Taco Bell,48146,Michigan
312,1108 Lincoln Way East,Fast Food,Massillon,US,40.80019,-81.511421,Taco Bell,44646,Ohio
313,705 York Road,Fast Food,Kings Mountain,US,35.231412,-81.332652,Taco Bell,28086,North Carolina
314,401 S 2nd St,Fast Food Restaurants,Pekin,US,40.566695,-89.653915,Dairy Queen,61554,Illinois
315,4204 N Sheridan Rd,Fast Food Restaurants,Peoria,US,40.738856,-89.602672,Dairy Queen,61614,Illinois
316,1084 S Gilbert Suite 601,Fast Food Restaurant,Gilbert,US,33.334671,-111.790032,Pei Wei,85296,Arizona
317,401 S 6th St,Fast Food Restaurant,Petersburg,US,40.008448,-89.848308,Dairy Queen,62675,Illinois
318,4605 E Maryland St,Fast Food Restaurants,Decatur,US,39.819918,-88.883699,Dairy Queen,62521,Illinois
319,3106 3 Oaks Rd,Fast Food Restaurants,Cary,US,42.219047,-88.258381,Dairy Queen,60013,Illinois
320,316 N Main St,Fast Food Restaurants,Monmouth,US,40.914208,-90.648196,Dairy Queen,61462,Illinois
321,201 E Deyoung St,Fast Food Restaurant,Marion,US,37.740923,-88.925396,Dairy Queen,62959,Illinois
322,201 E Deyoung St,Fast Food Restaurants,Marion,US,37.740923,-88.925396,Dairy Queen,62959,Illinois
323,1453 Grandview Ave,Fast Food Restaurants,Columbus,US,39.987216,-83.044532,W.G. Grinders,43212,Ohio
324,4967 Eagle Rock Blvd,"Ice Cream Shop, Fast Food Restaurant, and Burger Joint",Los Angeles,US,34.136803,-118.215193,Foster's Freeze,90041,California
325,120 N Division Ave,Fast Food,Polo,US,41.986872,-89.578918,Caseys Carry Out Pizza,61064,Illinois
326,526 E Carl Albert Pkwy,Fast Food Restaurants,McAlester,US,34.93126,-95.763988,Tastee Freez,74501,Oklahoma
327,945 W Memorial Rd,Fast Food Restaurant,Oklahoma City,US,35.609104,-97.529511,Taco Bueno,73114,Oklahoma
328,1737 N University Ave,Fast Food Restaurants,Lafayette,US,30.252668,-92.037149,McDonald's,70507,Louisiana
329,249 E State St,Fast Food Restaurants,Montrose,US,43.176212,-83.887437,McDonald's,48457,Michigan
330,8010 Sudley Rd,Fast Food Restaurant,Manassas,US,38.78166,-77.51244,Wendy's,20109,Virginia
331,6385 Monroe St,Fast Food Restaurant,Sylvania,US,41.715443,-83.698148,Jimmy John's,43560,Ohio
332,1211 Joe Frank Harris Pkwy SE,Fast Food Restaurants,Cartersville,US,34.203844,-84.809281,Subway,30120,Georgia
333,192 Lovvorn Ave,Fast Food Restaurants,Bowdon,US,33.538661,-85.251916,Subway,30108,Georgia
334,1185 Gray Hwy,Fast Food Restaurants,Macon,US,32.856549,-83.616455,Dairy Queen,31211,Georgia
335,3156 Frontage Rd,Fast Food Restaurants,Gainesville,US,34.228802,-83.864934,Dairy Queen,30504,Georgia
336,1224 Watson Blvd,Fast Food Restaurants,Warner Robins,US,32.618255,-83.618517,Dairy Queen,31093,Georgia
337,1637 Liberty Expy SE,Fast Food Restaurants,Albany,US,31.499616,-84.115596,Subway,31705,Georgia
338,1103 N Westover Blvd,Fast Food Restaurant,Albany,US,31.620486,-84.220416,Subway,31707,Georgia
339,119 Atlanta St,Fast Food Restaurants,Barnesville,US,33.054774,-84.15625,Dairy Queen,30204,Georgia
340,1035 Edgefield Rd,Fast Food Restaurant,North Augusta,US,33.572772,-81.938715,Dairy Queen,29860,South Carolina
341,1035 Edgefield Rd,Ice Cream Shop and Fast Food Restaurant,North Augusta,US,33.572772,-81.938715,Dairy Queen,29860,South Carolina
342,2500 Wilde Lake Blvd,Fast Food,Pensacola,US,30.519652,-87.314643,Hardee's,32526,Florida
343,3439 Highway 77,Fast Food Restaurants,Panama City,US,30.211082,-85.650126,Hardee's,32405,Florida
344,3473 Clairmont Rd NE,Fast Food,Atlanta,US,33.86021,-84.309952,Dairy Queen,30319,Georgia
345,2781 Chamblee Tucker Rd,Fast Food,Atlanta,US,33.880324,-84.275398,Dairy Queen,30341,Georgia
346,256 N Main St,Fast Food Restaurant,Jonesboro,US,33.532392,-84.355959,Dairy Queen,30236,Georgia
347,410 North Ave NE,Fast Food,Atlanta,US,33.771188,-84.373631,Dairy Queen,30308,Georgia
348,498 Busch Dr,Fast Food Restaurants,Jacksonville,US,30.429273,-81.653066,Hardee's,32218,Florida
349,1500 Mayport Rd,Fast Food Restaurants,Atlantic Beach,US,30.335676,-81.415375,Hardee's,32233,Florida
350,822 Beal Pkwy NW,Fast food restaurants,Fort Walton Beach,US,30.44787,-86.638646,Hardee's,32547,Florida
351,5425 Cotton St,Fast Food Restaurants,Graceville,US,30.968267,-85.510864,Hardee's,32440,Florida
352,1098 W International Speedway Blvd,Fast Food Restaurant,DeLand,US,29.053904,-81.324411,Hardee's,32720,Florida
353,7237 Milford Harrington Hwy,Fast food restaurants,Harrington,US,38.9237,-75.56722,Hardee's,19952,Delaware
354,651 W Washington St,Fast Food Restaurant,Chattahoochee,US,30.703743,-84.854535,Hardee's,32324,Florida
355,401 S Thompson St,Fast Food Restaurant,Springdale,US,36.1825,-94.138655,Hardee's,72764,Arkansas
356,4513 Williamson Rd NW,"Pizza Place, Fast Food Restaurant, and Italian Restaurant Preston Park",Roanoke,US,37.313592,-79.952038,Papa John's Pizza,24012,Virginia
357,631 Hogan Rd,Fast Food Restaurant,Bangor,US,44.83564,-68.742387,Burger King,4401,Maine
358,1783 Roanoke Rd,"Pizza Place, Italian Restaurant, and Fast Food Restaurant",Daleville,US,37.41027,-79.913083,Papa John's Pizza,24083,Virginia
359,22 S State Ave,Fast Food Restaurants,Dickinson,US,46.875699,-102.810832,Pizza Hut,58601,North Dakota
360,758 W Dixie Dr,Fast Food Restaurant,Asheboro,US,35.6876,-79.82614,Burger King,27205,North Carolina
361,4505 Kester Mill Rd,Fast Food Restaurant,Winston-Salem,US,36.069592,-80.334167,Cook Out,27103,North Carolina
362,1641 S Jefferson Ave,Fast Food Restaurants,Saint Louis,US,38.615623,-90.221252,SUBWAY®,63104,Missoui
363,1051 W Maple Ave,Fast Food Restaurants,Eunice,US,30.48697,-92.42648,Krispy Krunchy Chicken,70535,Louisiana
364,1305 Veterans Blvd,Fast Food Restaurant,Festus,US,38.21353844,-90.40835567,Hardee's/red Burrito,63028,Missoui
365,13963 New Halls Ferry Rd,Fast Food,Florissant,US,38.8067,-90.297975,Arby's,63033,Missoui
366,1701 Lacey St,Fast Food Restaurants,Cape Girardeau,US,37.31071,-89.53989,Lacey's On The Hill Restaurant,63701,Missoui
367,2724 Colonel Glenn Hwy,Fast Food Restaurants,Fairborn,US,39.779771,-84.050756,Dairy Queen,45324,Ohio
368,260 E Cuyahoga Falls Ave,Fast Food Restaurants,Akron,US,41.108993,-81.507567,Dairy Queen,44310,Ohio
369,235 N Broadway St,Ice Cream Shop and Fast Food Restaurant,New Philadelphia,US,40.492212,-81.444822,Dairy Queen,44663,Ohio
370,2163 Southgate Pkwy,Ice Cream Shop and Fast Food Restaurant,Cambridge,US,40.00481,-81.575932,Dairy Queen,43725,Ohio
371,2399 David H Mcleod Blvd,Fast Food Restaurants,Florence,US,34.18876,-79.82402,Arby's,29501,South Carolina
372,1420 S Irby St,Fast Food Restaurant,Florence,US,34.166512,-79.763886,Arby's,29505,South Carolina
373,35 Manchester Rd,Fast Food Restaurant and Burger Joint,Derry,US,42.900371,-71.33503,Burger King,3038,New Hampshire
374,195 Woodstock Ave,Fast Food Restaurant,Rutland,US,43.618244,-72.957313,McDonald's,5701,Vermont
375,1155 N Hill Field Rd,Fast Food,Layton,US,41.077026,-111.973568,McDonald's,84041,Utah
376,41 Jayview Dr,Fast Food Restaurants,Enosburg Falls,US,44.913112,-72.796661,McDonald's,5450,Vermont
377,6096 Highway 49,Fast Food Restaurants,West Helena,US,34.549637,-90.65453,Pizza Pro,72390,Arkansas
378,155 Dorset St,Fast Food Restaurant,South Burlington,US,44.464893,-73.184211,McDonald's,5403,Vermont
379,155 Dorset St,Fast Food,South Burlington,US,44.464893,-73.184211,McDonald's,5403,Vermont
380,1125 Shelburne Rd,Fast Food Restaurants,South Burlington,US,44.437629,-73.210838,McDonald's,5403,Vermont
381,71 Upper Main St,Fast Food Restaurant,Essex Junction,US,44.507366,-73.086501,McDonald's,5452,Vermont
382,44 S Park Dr,Fast Food Restaurant,Colchester,US,44.503345,-73.1809,McDonald's,5446,Vermont
383,101 Princeton Blvd,Fast Food Restaurant,Adairsville,US,34.37653,-84.91442,Hardee's,30103,Georgia
384,916 W North Temple,Fast Food Restaurant Fairpark,Salt Lake City,US,40.771496,-111.917532,McDonald's,84116,Utah
385,909 W Riverdale Rd,Fast Food Restaurants,Ogden,US,41.178295,-112.000468,McDonald's,84405,Utah
386,211 W 1230 N,Fast Food Restaurant,Provo,US,40.250567,-111.662228,McDonald's,84604,Utah
387,819 N Sullivan Rd,Fast Food Restaurants,Veradale,US,47.664944,-117.197199,McDonald's,99037,Washington
388,902 S Main St,Fast Food Restaurants,Brigham City,US,41.491076,-112.016097,McDonald's,84302,Utah
389,505 W Yelm Ave,Fast Food Restaurants,Yelm,US,46.944589,-122.612408,McDonald's,98597,Washington
390,505 W Yelm Ave,Fast Food Restaurant,Yelm,US,46.944589,-122.612408,McDonald's,98597,Washington
391,2740 Laurel Park Rd,Fast Food Restaurants,Clarksburg,US,39.21248,-80.37987,Dairy Queen,26301,West Virginia
392,1600 E Chestnut Ave,Fast Food Restaurants,Yakima,US,46.603108,-120.481796,McDonald's,98901,Washington
393,5910 Summitview Ave,Fast Food Restaurant,Yakima,US,46.600036,-120.586846,McDonald's,98908,Washington
394,5910 Summitview Ave,Fast Food,Yakima,US,46.600036,-120.586846,McDonald's,98908,Washington
395,814 S 9th Ave,Fast Food Restaurants,Walla Walla,US,46.056214,-118.346068,McDonald's,99362,Washington
396,1601 Pacific Ave,Fast Food Restaurant,Woodland,US,45.910773,-122.746105,McDonald's,98674,Washington
397,615 E Grand River Ave,Fast Food Restaurants,East Lansing,US,42.73332,-84.47609,Cottage Inn Pizza,48823,Michigan
398,3476 Whittier Blvd,Fast Food,Los Angeles,US,34.02649,-118.19894,Little Caesars Pizza,90023,California
399,1084 S State Rd,Fast Food Restaurants,Davison,US,43.017622,-83.517572,Burger King,48423,Michigan
400,818 N 12th St,Fast food restaurants,Murray,US,36.6259,-88.3146,Culver's,42071,Kentucky
401,2510 Frederica St,Fast Food Restaurants,Owensboro,US,37.750815,-87.111814,Papa John's Pizza,42301,Kentucky
402,6 Orient Way,Fast Food Restaurant,Rutherford,US,40.8278,-74.1011,Domino's Pizza,7070,New Jersey
403,13425 Q St,Fast Food Restaurant,Omaha,US,41.205168,-96.123583,Runza,68137,Nebraska
404,1303 Bridge St,Fast Food Restaurants,Charlevoix,US,45.308895,-85.258745,Pizza Hut,49720,Michigan
405,816 Galvin Rd S,Fast Food Restaurant,Bellevue,US,41.153051,-95.918252,Runza,68005,Nebraska
406,640 N Park Ave,Fast Food Restaurant,Fremont,US,41.435241,-96.497046,Runza,68025,Nebraska
407,814 S 13th St,Fast Food Restaurant,Norfolk,US,42.024188,-97.42652,Runza,68701,Nebraska
408,141 S Chestnut St,Fast Food Restaurant,Wahoo,US,41.205559,-96.622673,Runza,68066,Nebraska
409,6893 Gratiot Rd,Fast Food Restaurants,Saginaw,US,43.4156,-84.04944,Eudici's Pizza,48609,Michigan
410,538 Livingston St,Fast Food Restaurants,Norwood,US,40.9994,-73.9537,Domino's Pizza,7648,New Jersey
411,141 Us Highway 46,Fast Food Restaurants,Budd Lake,US,40.8805,-74.7315,Domino's Pizza,7828,New Jersey
412,4402 Baldwin Rd,Fast Food Restaurants,Auburn Hills,US,42.702887,-83.306602,Sbarro,48326,Michigan
413,1313 N State St,Fast Food Restaurant,Belvidere,US,42.269137,-88.853432,McDonald's,61008,Illinois
414,681 N 12th St,Fast Food Restaurants,Breese,US,38.619582,-89.530023,McDonald's,62230,Illinois
415,285 N Front St,Fast Food Restaurants,Braidwood,US,41.265585,-88.208353,McDonald's,60408,Illinois
416,100 N Bolingbrook Dr,Fast Food Restaurant,Bolingbrook,US,41.698519,-88.068207,McDonald's,60440,Illinois
417,1180 N Kinzie Ave,Fast Food Restaurant,Bradley,US,41.160051,-87.851081,McDonald's,60915,Illinois
418,575 Main St NW,Fast Food Restaurants,Bourbonnais,US,41.159303,-87.886347,McDonald's,60914,Illinois
419,1224 M 89,Fast Food Restaurants,Plainwell,US,42.449917,-85.661605,Pizza Hut,49080,Michigan
420,6401 Cermak Rd,Fast Food Restaurant,Berwyn,US,41.850214,-87.783733,McDonald's,60402,Illinois
421,7181 Cermak Rd,Fast food restaurants,Berwyn,US,41.849966,-87.802979,McDonald's,60402,Illinois
422,240 W Chrysler Dr,Fast Food Restaurant,Belvidere,US,42.240066,-88.841255,McDonald's,61008,Illinois
423,7301 Westfield Plaza Dr,Fast Food,Belleville,US,38.545182,-90.052155,McDonald's,62223,Illinois
424,1023 N Lake St,Fast Food,Aurora,US,41.778876,-88.315713,McDonald's,60506,Illinois
425,188 Fox Valley Ctr,Fast Food,Aurora,US,41.759701,-88.208402,McDonald's,60504,Illinois
426,2250 US Highway 23 S,Fast Food,Alpena,US,45.044076,-83.456928,Arby's,49707,Michigan
427,1001 S State Ave,Fast Food Restaurants,Alpena,US,45.05034,-83.445,Dairy Queen,49707,Michigan
428,3000 Maplewood Dr,Fast Food Restaurants,Sulphur,US,30.227514,-93.343155,Pizza Hut,70663,Louisiana
429,1402 SE 3rd St,Fast Food Restaurants,Aledo,US,41.199464,-90.733615,McDonald's,61231,Illinois
430,500 E Algonquin Rd,Fast Food,Algonquin,US,42.163979,-88.285165,McDonald's,60102,Illinois
431,125 S Randall Rd,Fast Food Restaurant,Algonquin,US,42.173932,-88.335286,McDonald's,60102,Illinois
432,202 S Loop 336 W,Fast Food Restaurant,Conroe,US,30.338972,-95.452562,Taco Cabana,77304,Texas
